,BOROUGH,STREET,BIKE_DIR,LANE_COUNT,FT_FACILIT,LATITUDE1,LONGITUDE1,LATITUDE2,LONGITUDE2
4752,BROOKLYN,103 ST,R,1,Sharrows,40.662134,-73.831319,40.660506,-73.830587
4753,BROOKLYN,LEFFERTS BLVD,2,2,Bike-Friendly Parking,40.672359,-73.820312,40.670543,-73.820876
4756,BROOKLYN,ONSLOW PL,R,1,Sharrows,40.710029,-73.834048,40.710499,-73.83313
4759,BROOKLYN,GRENFELL ST,R,1,Sharrows,40.710499,-73.83313,40.710333,-73.832626
4760,BROOKLYN,82 AV,R,1,Sharrows,40.710333,-73.832626,40.710678,-73.832041
4764,BROOKLYN,KEW GDNS RD,2,2,Sharrows,40.712423,-73.829314,40.712154,-73.82913
4769,BROOKLYN,HOOVER AV,2,2,Sharrows,40.713229,-73.823425,40.71334,-73.823233
4770,BROOKLYN,135 ST,R,1,Standard,40.715185,-73.82324,40.714515,-73.822966
4771,BROOKLYN,COOLIDGE AV,L,1,,40.715185,-73.82324,40.715425,-73.8213
4777,BROOKLYN,HOOVER AVE,R,1,Standard,40.714234,-73.815206,40.714256,-73.812867
4778,BROOKLYN,COOLIDGE AVE,L,1,,40.714949,-73.815224,40.714971,-73.812894
4779,BROOKLYN,94 AV,L,1,,40.697572,-73.811565,40.698058,-73.809862
4780,BROOKLYN,95 AV,R,1,Sharrows,40.696912,-73.811237,40.697069,-73.810671
4792,BROOKLYN,89 AV,L,1,,40.703822,-73.808788,40.704146,-73.807584
4794,BROOKLYN,88 AV,R,1,Standard,40.704848,-73.809268,40.705176,-73.808065
4796,BROOKLYN,PARSONS BLVD,2,2,Sharrows,40.712225,-73.806495,40.712056,-73.806457
4801,BROOKLYN,84 RD,2,2,Sharrows,40.713643,-73.806929,40.713843,-73.806097
4818,BROOKLYN,164 ST,2,2,Standard,40.71528,-73.802857,40.715024,-73.80278
4822,BROOKLYN,BEACH 69 STREET,2,2,Signed Route,40.588947,-73.797735,40.589408,-73.797781
4827,BROOKLYN,BEACH CHANNEL DR,2,2,Standard,40.595911,-73.771495,40.595823,-73.772327
4888,BROOKLYN,LINDEN BLVD,2,2,Sharrows,40.687754,-73.790385,40.687939,-73.789626
4934,BROOKLYN,147 AVE,2,2,Standard,40.659349,-73.759821,40.659322,-73.759336
4936,BROOKLYN,34 AV,2,2,Sharrows,40.764616,-73.937796,40.76424,-73.937005
4939,BROOKLYN,FRANCIS LEWIS BLVD,2,2,Standard,40.687491,-73.740061,40.687228,-73.739186
4943,BROOKLYN,104 AV,2,2,Signed Route,40.710819,-73.731781,40.710364,-73.729982
4944,BROOKLYN,223 ST,2,2,Signed Route,40.71147,-73.731494,40.710819,-73.731781
4946,BROOKLYN,100 DR,2,2,Signed Route,40.714581,-73.731068,40.714371,-73.730195
4947,BROOKLYN,222 ST,2,2,Signed Route,40.714998,-73.730906,40.714581,-73.731068
4958,QUEENS,GREENPOINT AVE BRIDGE,2,2,Curbside,40.732655,-73.942795,40.732766,-73.942042
4967,QUEENS,APOLLO ST,L,1,,40.724201,-73.937646,40.726239,-73.937942
4972,BROOKLYN,STARR AV,L,1,,40.735635,-73.9367,40.734993,-73.936285
4973,BROOKLYN,VAN DAM ST,R,1,Standard,40.735724,-73.936758,40.735529,-73.936971
4975,BROOKLYN,GREENPOINT AV,2,2,Sharrows,40.734993,-73.936285,40.735554,-73.93478
4978,BROOKLYN,47 AVENUE,2,2,Sharrows,40.742983,-73.934868,40.742874,-73.933937
4989,BROOKLYN,LAUREL HILL BL,2,2,Protected Path,40.730668,-73.926775,40.73049,-73.926864
4997,BROOKLYN,39 ST,2,2,Sharrows,40.7386,-73.927242,40.73832,-73.927295
4999,BROOKLYN,39 STREET,2,2,Sharrows,40.740174,-73.926919,40.7386,-73.927242
5018,BROOKLYN,48 ST,2,2,Buffered,40.727505,-73.920035,40.726214,-73.920515
5028,BROOKLYN,47 ST,L,1,,40.733834,-73.919612,40.733007,-73.919782
5047,BROOKLYN,47 AVE,2,2,Signed Route,40.740792,-73.915735,40.740729,-73.915384
5048,BROOKLYN,50 ST,2,2,Sharrows,40.742553,-73.915021,40.740729,-73.915384
5067,BROOKLYN,29 ST,L,1,,40.751005,-73.936801,40.749897,-73.937812
5070,BROOKLYN,28 ST,R,1,Standard,40.751411,-73.937562,40.750259,-73.938637
5097,BROOKLYN,31 AVE,2,2,Sharrows,40.769526,-73.935227,40.768818,-73.933445
5100,BROOKLYN,43 AV,R,1,Protected Path,40.746497,-73.932268,40.746405,-73.931335
5106,BROOKLYN,HONEYWELL ST,2,2,Curbside,40.748186,-73.929905,40.747757,-73.929676
5109,BROOKLYN,35 ST,2,2,Sharrows,40.747062,-73.929335,40.746189,-73.92948
5199,BROOKLYN,49 ST,L,1,,40.744579,-73.915566,40.743138,-73.915847
5221,BROOKLYN,ASTORIA BLVD S,R,1,Sharrows,40.76947,-73.914874,40.769324,-73.913889
5224,BROOKLYN,ASTORIA BLVD N,L,1,,40.770054,-73.914398,40.769897,-73.913426
5226,BROOKLYN,51 ST,L,1,,40.744365,-73.913707,40.743772,-73.913829
5240,BROOKLYN,39 AV,2,2,Sharrows,40.748358,-73.907132,40.748128,-73.906242
5262,BROOKLYN,27 AV,2,2,Standard,40.775598,-73.936152,40.775321,-73.935286
5263,MANHATTAN,WARDS ISLAND PED OVPS,2,2,Protected Path,40.786711,-73.938539,40.785446,-73.935764
5277,BROOKLYN,MAIN AV,2,2,Standard,40.771697,-73.934015,40.771771,-73.933976
5278,BROOKLYN,8 ST,2,2,Standard,40.772393,-73.932783,40.771997,-73.933299
5280,BROOKLYN,1 ST,2,2,Sharrows,40.777056,-73.935399,40.775598,-73.936152
5294,MANHATTAN,PLEASANT AV,2,2,Standard,40.796987,-73.931743,40.797641,-73.931267
5298,BROOKLYN,HOYT AV S,R,1,Standard,40.774615,-73.923981,40.773962,-73.922793
5299,BROOKLYN,HOYT AV N,2,2,Protected Path,40.775384,-73.923026,40.774442,-73.922309
5301,BROOKLYN,21 ST,2,2,Standard,40.775587,-73.922778,40.775384,-73.923026
5318,BROOKLYN,DITMARS BLVD,2,2,Sharrows,40.782514,-73.91976,40.781256,-73.917966
5324,BROOKLYN,20 AVE,2,2,Protected Path,40.786039,-73.915236,40.785542,-73.914537
5331,MANHATTAN,MADISON AVE,R,1,Bike-Friendly Parking,40.802562,-73.942993,40.803194,-73.942567
5332,MANHATTAN,E 120 ST,R,1,Standard,40.801185,-73.939747,40.80091,-73.939094
5334,MANHATTAN,126 ST,L,1,,40.807089,-73.941771,40.806409,-73.940158
5335,MANHATTAN,128 ST,R,1,Standard,40.808334,-73.940861,40.807655,-73.939248
5351,MANHATTAN,WILLIS AVENUE BRIDGE APPROACH,2,2,Protected Path,40.801755,-73.931202,40.802001,-73.931016
5354,BRONX,E 138 ST,2,3,Buffered,40.813588,-73.931045,40.813373,-73.93057
5355,BRONX,GERARD AV,R,1,Curbside,40.813588,-73.931045,40.814092,-73.930841
5356,BRONX,WALTON AV,L,1,,40.813373,-73.93057,40.815115,-73.929772
5367,BRONX,WILLIS AVENUE BRIDGE,2,2,Protected Path,40.805871,-73.925165,40.806532,-73.924683
5368,BRONX,LINCOLN AV,R,1,Standard,40.809046,-73.928556,40.809622,-73.928135
5371,BRONX,E 139 ST,L,1,,40.811717,-73.926704,40.811484,-73.926387
5378,BRONX,WILLIS AV,2,2,Protected Path,40.807809,-73.923837,40.808432,-73.923373
5384,BRONX,ST ANNS AV,2,2,Protected Path,40.803592,-73.91978,40.804257,-73.91929
5392,BRONX,COURTLANDT AV,L,1,,40.815865,-73.919859,40.816555,-73.919545
5393,BRONX,E 147 ST,L,1,,40.815074,-73.919467,40.814767,-73.918743
5395,BRONX,E 148 ST,R,1,Standard,40.815351,-73.918171,40.815157,-73.917737
5396,BRONX,E 133 ST,2,2,Protected Path,40.802645,-73.917621,40.802316,-73.91685
5403,BRONX,BERGEN AV,R,1,Curbside,40.815157,-73.917737,40.815699,-73.916771
5405,BRONX,E 150 ST,L,1,,40.816761,-73.91746,40.816557,-73.916763
5406,BRONX,MELROSE AV,2,2,Standard,40.816761,-73.91746,40.817512,-73.917118
5407,BRONX,WESTCHESTER AV,L,1,,40.816557,-73.916763,40.816407,-73.915723
5417,BRONX,E 132,2,2,Sidewalk,40.800342,-73.914189,40.799987,-73.913326
5418,BRONX,WILLOW AVE,2,2,Sidewalk,40.800342,-73.914189,40.801,-73.913707
5419,BRONX,E 132 ST,2,2,Sharrows,40.799899,-73.913152,40.799258,-73.91206
5421,BRONX,WALNUT AV,2,2,Sharrows,40.799258,-73.91206,40.799851,-73.911458
5444,BRONX,SOUTHERN BLVD,2,2,Bike-Friendly Parking,40.808205,-73.907839,40.809061,-73.907537
5445,BRONX,EAST 145 STREET,2,2,Sharrows,40.810518,-73.910046,40.810331,-73.909132
5451,BRONX,THIRD AV,2,2,Sharrows,40.824067,-73.908709,40.824624,-73.908462
5458,MANHATTAN,W 151 ST,R,1,Sharrows,40.827823,-73.941997,40.828042,-73.942504
5462,MANHATTAN,EDGECOMBE AV,2,2,Sharrows,40.830458,-73.940346,40.831556,-73.940369
5464,MANHATTAN,W 158 ST,L,1,,40.833098,-73.940653,40.833487,-73.941577
5470,MANHATTAN,W 159 ST,R,1,Sharrows,40.833787,-73.94036,40.834114,-73.941118
5473,MANHATTAN,W 160 ST,L,1,,40.834491,-73.940049,40.834731,-73.940664
5477,MANHATTAN,AMSTERDAM AVENUE,2,2,Standard,40.835794,-73.939888,40.836505,-73.939375
5485,MANHATTAN,HAVEN AV,L,1,,40.843194,-73.942944,40.843902,-73.942696
5489,MANHATTAN,W 170 ST,L,1,,40.843437,-73.941634,40.843902,-73.942696
5498,MANHATTAN,WEST 177 STREET,R,1,Curbside,40.848184,-73.941364,40.848317,-73.942054
5501,MANHATTAN,WEST 180 STREET,L,1,,40.850188,-73.939638,40.850354,-73.940605
5520,MANHATTAN,ST NICHOLAS AVE,2,2,Standard,40.842902,-73.93842,40.843501,-73.937982
5525,MANHATTAN,W 177 ST,R,1,Standard,40.847249,-73.936857,40.847711,-73.937975
5531,MANHATTAN,W 181 ST,2,2,Sharrows,40.850909,-73.938284,40.851178,-73.939236
5552,BRONX,SEDGWICK AVENUE,2,2,Sharrows,40.839802,-73.928659,40.840103,-73.92858
5553,BRONX,HIGHBRIDGE GREENWAY,2,2,Greenway,40.842245,-73.929389,40.842277,-73.929579
5563,MANHATTAN,WASHINGTON BR,2,0,,40.848123,-73.929707,40.848481,-73.930621
5569,BRONX,JEROME AV,2,2,Sharrows,40.831421,-73.926425,40.832628,-73.925375
5571,BRONX,E 165 ST,2,2,Sharrows,40.832628,-73.925375,40.831973,-73.923488
5573,BRONX,WEST 168 STREET,2,2,Sharrows,40.838622,-73.927075,40.838771,-73.928138
5574,BRONX,UNIVERSITY AVENUE,R,1,Curbside,40.838622,-73.927075,40.840282,-73.9274
5575,BRONX,WEST 170 STREET,R,1,Standard,40.841771,-73.925486,40.842099,-73.92623
5587,BRONX,E 167 ST,2,2,Standard,40.836109,-73.922372,40.835724,-73.921285
5603,BRONX,MACOMBS RD,2,2,Standard,40.84188,-73.917952,40.84223,-73.91795
5604,BRONX,W TREMONT AVE,2,2,Standard,40.851983,-73.910175,40.851939,-73.910777
5637,BRONX,E 168 ST,2,2,Sharrows,40.832573,-73.910515,40.832281,-73.909621
5645,MANHATTAN,MARGARET CORBIN DR,2,2,Curbside,40.862942,-73.932739,40.863055,-73.932698
5648,MANHATTAN,SHERMAN AV,2,2,Standard,40.862313,-73.929428,40.862614,-73.928598
5652,MANHATTAN,STAFF ST,R,1,Standard,40.86681,-73.930997,40.866974,-73.930902
5653,MANHATTAN,DYCKMAN ST,2,2,Sharrows,40.868571,-73.930919,40.868769,-73.931179
5658,MANHATTAN,ST NICHOLAS AVENUE,2,2,Sidewalk,40.856808,-73.928266,40.857168,-73.928233
5659,MANHATTAN,FT GEORGE AV,2,2,Standard,40.857152,-73.927396,40.856808,-73.928266
5667,MANHATTAN,SEAMAN AV,L,1,,40.865633,-73.928477,40.866199,-73.928058
5674,BROOKLYN,74 ST,R,1,Standard,40.745203,-73.89111,40.743128,-73.890716
5695,MANHATTAN,W 218 ST,2,2,Sharrows,40.871603,-73.915057,40.872116,-73.916278
5698,BRONX,DR M L KING JR BLVD,2,2,Sharrows,40.853759,-73.912273,40.853957,-73.912134
5699,MANHATTAN,W 225 ST,L,1,,40.874662,-73.911088,40.875044,-73.912266
5700,MANHATTAN,MARBLE HILL AV,R,1,Standard,40.874662,-73.911088,40.875953,-73.909417
5701,MANHATTAN,TERRACE VIEW AV,R,1,Sharrows,40.876686,-73.912717,40.876546,-73.912797
5707,MANHATTAN,W 228 ST,R,1,Sharrows,40.877221,-73.909045,40.877362,-73.909208
5711,BRONX,TIBBETT AV,2,2,Sharrows,40.879515,-73.909679,40.880819,-73.9084
5713,BRONX,W 230 ST,2,2,Sharrows,40.878979,-73.909028,40.879515,-73.909679
5721,BROOKLYN,GRAND AVE,2,2,Standard,40.72592,-73.895341,40.726338,-73.894643
5759,BROOKLYN,ELIOT AVE,2,2,Standard,40.71946,-73.89116,40.720156,-73.889664
5772,BROOKLYN,GRAND AV,2,2,Standard,40.730197,-73.88756,40.730245,-73.88729
5788,BROOKLYN,BRITTON AV,L,1,,40.742787,-73.882633,40.743456,-73.882113
5797,BROOKLYN,ELMHURST AV,R,1,Standard,40.741841,-73.881004,40.742534,-73.880337
5811,BROOKLYN,63 AVE,2,2,Sharrows,40.722192,-73.874161,40.72238,-73.873753
5813,BROOKLYN,55 AV,L,1,,40.736482,-73.874271,40.736748,-73.873037
5815,BROOKLYN,56 AV,R,1,Standard,40.735743,-73.872656,40.735994,-73.872101
5821,BROOKLYN,59 ST,R,1,Sharrows,40.748145,-73.90425,40.747662,-73.904462
5830,BROOKLYN,60 ST,L,1,,40.747914,-73.903366,40.747429,-73.903581
5853,BROOKLYN,41 AV,2,2,Sharrows,40.744863,-73.894192,40.744907,-73.893878
5860,BROOKLYN,32 AVE,L,1,,40.756898,-73.893188,40.75699,-73.892261
5863,BROOKLYN,WOODSIDE AV,L,1,,40.743106,-73.890875,40.743128,-73.890716
5864,BROOKLYN,73 ST,L,1,,40.746753,-73.892321,40.745108,-73.892005
5867,BROOKLYN,37 RD,2,2,Ped Plaza,40.747135,-73.892409,40.747238,-73.891505
5872,BROOKLYN,76 ST,R,1,Standard,40.745786,-73.889331,40.745411,-73.889255
5875,BROOKLYN,75 ST,R,1,Standard,40.751101,-73.891189,40.749061,-73.890819
5891,BROOKLYN,81 ST,L,1,,40.75169,-73.885613,40.749651,-73.885241
5900,BROOKLYN,82 ST,R,1,Standard,40.759233,-73.886036,40.757684,-73.885753
5906,BROOKLYN,24 AV,R,1,Curbside,40.764776,-73.887991,40.764873,-73.887064
5913,BROOKLYN,ITHACA ST,R,1,Sharrows,40.74657,-73.883746,40.746418,-73.883403
5933,BROOKLYN,FORLEY ST,L,1,,40.747034,-73.879363,40.746222,-73.877536
5935,BROOKLYN,88 ST,R,1,,40.750334,-73.878732,40.748223,-73.878343
5945,BROOKLYN,WHITNEY AV,L,1,,40.745461,-73.875827,40.746066,-73.875362
5952,BROOKLYN,DENMAN ST,L,1,,40.74667,-73.874896,40.745756,-73.87284
5962,BROOKLYN,94 ST,R,1,Sharrows,40.745325,-73.871595,40.7452,-73.871569
5963,BROOKLYN,42 AV,L,1,,40.745325,-73.871595,40.745853,-73.869818
5967,BROOKLYN,37 AV,R,1,Sharrows,40.751063,-73.872236,40.751261,-73.871663
5972,BROOKLYN,97 ST,L,1,,40.758886,-73.871656,40.757036,-73.871324
5978,BROOKLYN,98 ST,R,1,Standard,40.760806,-73.871076,40.758983,-73.870747
5985,BROOKLYN,20 AV,2,2,Standard,40.775938,-73.900933,40.775434,-73.90022
5993,BRONX,PROSPECT AV,2,2,Standard,40.812282,-73.904466,40.813086,-73.904183
6000,BRONX,LONGWOOD AVENUE,2,2,Bike-Friendly Parking,40.81955,-73.901663,40.818595,-73.900023
6006,BRONX,LEGGETT AV,2,2,Sharrows,40.812775,-73.89749,40.812591,-73.897042
6010,BRONX,GARRISON AV,2,2,Standard,40.81231,-73.896358,40.812956,-73.895819
6013,BRONX,LONGWOOD AVE,2,2,Sharrows,40.816319,-73.896214,40.816066,-73.895801
6018,BRONX,INTERVALE AVE,R,1,Bike-Friendly Parking,40.820999,-73.896893,40.822118,-73.896878
6021,BRONX,RANDALL AV,2,2,Standard,40.811095,-73.893339,40.81123,-73.892394
6028,BRONX,LAFAYETTE AVE,2,2,Standard,40.816154,-73.894523,40.816156,-73.894475
6037,BRONX,TIFFANY ST,2,2,Standard,40.806132,-73.889115,40.808009,-73.889605
6055,BRONX,HUNTS PT AVE,2,2,Standard,40.819433,-73.889713,40.819712,-73.890087
6057,BRONX,HUNTS PT AV,2,2,Standard,40.818604,-73.88916,40.819433,-73.889713
6058,BRONX,E 163 ST,L,1,,40.820985,-73.891615,40.821007,-73.890235
6059,BRONX,BRUCKNER BLVD,2,2,Protected Path,40.821007,-73.890235,40.821466,-73.889224
6067,BRONX,BRYANT AV,R,1,Standard,40.818991,-73.8867,40.821021,-73.887246
6068,BRONX,LONGFELLOW AV,L,1,,40.819128,-73.885778,40.821157,-73.886346
6084,BROOKLYN,73 AV,2,2,Standard,40.724654,-73.820831,40.724667,-73.820777
6086,BRONX,STORY AV,2,2,Sharrows,40.82105,-73.882266,40.82118,-73.881267
6099,BRONX,E 169 ST,R,1,Standard,40.831351,-73.902303,40.831397,-73.902125
6111,BRONX,E TREMONT AV,2,2,Standard,40.848692,-73.903281,40.848526,-73.90243
6113,BRONX,E TREMONT AVE,2,2,Sharrows,40.847701,-73.900961,40.847438,-73.899671
6153,BRONX,LOUIS NINE BLVD,2,2,Bike-Friendly Parking,40.832379,-73.892699,40.833421,-73.893128
6154,BRONX,WILKINS AV,2,2,Bike-Friendly Parking,40.834918,-73.894124,40.83543,-73.895139
6155,BRONX,CROTONA AV,2,2,Sharrows,40.843824,-73.892484,40.844341,-73.892037
6187,BRONX,E 174 ST,2,2,Standard,40.837065,-73.886819,40.836769,-73.885964
6189,BRONX,E 175 ST,2,2,Signed Route,40.839862,-73.888138,40.839641,-73.887543
6204,BRONX,BRONX RIVER AV,2,2,Standard,40.828304,-73.882951,40.82998,-73.88238
6205,BRONX,BRONX RIVER GREENWAY,2,2,Sidewalk,40.832105,-73.884315,40.832299,-73.883982
6221,BRONX,MORRIS PARK AV,2,2,Standard,40.842514,-73.871533,40.843111,-73.870995
6223,BRONX,UNIVERSITY AV,2,2,Sharrows,40.86275,-73.904934,40.864248,-73.903992
6228,BRONX,W 195 ST,R,1,Standard,40.869659,-73.898919,40.870041,-73.899686
6229,BRONX,RESERVOIR AV,L,1,,40.869659,-73.898919,40.870857,-73.89779
6230,BRONX,GOULDEN AV,2,2,Sharrows,40.870857,-73.89779,40.871445,-73.897327
6240,BRONX,PAUL AV,2,2,Sharrows,40.874477,-73.891634,40.876975,-73.889659
6241,BRONX,W 205 ST,R,1,Signed Route,40.876975,-73.889659,40.878058,-73.892129
6242,BRONX,JEROME AVENUE,2,2,Standard,40.876273,-73.88808,40.877034,-73.887736
6243,BRONX,VAN CORTLANDT AV E,2,2,Standard,40.877034,-73.887736,40.877241,-73.886575
6245,BRONX,GRAND CONCOURSE,2,2,Protected Path,40.877333,-73.885315,40.877633,-73.885177
6252,BRONX,W 240 ST,2,2,Sharrows,40.886992,-73.901446,40.887254,-73.902367
6259,BROOKLYN,JEWEL AV,2,2,Standard,40.730604,-73.8215,40.731277,-73.819249
6264,BRONX,W MOSHOLU PKWY S,L,1,,40.880507,-73.885951,40.882477,-73.88707
6265,BRONX,VAN CORTLANDT PARK E,2,2,Bike-Friendly Parking,40.895469,-73.87712,40.895573,-73.877086
6280,BROOKLYN,63 AV,L,1,,40.728186,-73.8663,40.72883,-73.865893
6284,BROOKLYN,57 AV,R,1,Buffered,40.736643,-73.86583,40.736895,-73.86493
6285,BROOKLYN,JUNCTION BL,R,1,Sharrows,40.737251,-73.866095,40.736643,-73.86583
6290,BROOKLYN,63 RD,R,1,Bike-Friendly Parking,40.730913,-73.86083,40.731774,-73.859277
6291,BROOKLYN,62 DR,L,1,,40.732472,-73.861642,40.732737,-73.860778
6297,BROOKLYN,LEWIS AV,L,1,,40.739636,-73.860729,40.739921,-73.860249
6298,BROOKLYN,99 ST,2,2,Standard,40.739636,-73.860729,40.738373,-73.860072
6311,BROOKLYN,MARTENSE AV,R,1,Standard,40.738698,-73.858975,40.738855,-73.858439
6319,BROOKLYN,53 AV,L,1,,40.741193,-73.85754,40.741629,-73.856688
6330,BROOKLYN,108 ST,2,2,Sharrows,40.742683,-73.854621,40.742089,-73.854317
6333,BROOKLYN,CORONA AV,L,1,,40.742698,-73.854332,40.742344,-73.853932
6335,BROOKLYN,54 AV,L,1,,40.74211,-73.853678,40.742262,-73.853169
6339,BROOKLYN,CORONA AVE,2,2,Protected Path,40.740724,-73.850116,40.740702,-73.849964
6340,BROOKLYN,UNITED NATIONS AV S,2,2,Greenway,40.742706,-73.850034,40.743102,-73.848762
6341,BROOKLYN,PERIMETER RD,R,1,Signed Route,40.743227,-73.840451,40.743116,-73.840591
6342,BROOKLYN,69 RD,L,1,,40.726216,-73.83871,40.726367,-73.838213
6350,BROOKLYN,MEADOW LAKE PR,R,1,Signed Route,40.738924,-73.838338,40.738629,-73.838185
6377,BROOKLYN,100 ST,R,1,Standard,40.761008,-73.86915,40.759184,-73.868818
6380,BROOKLYN,27 AVE,L,1,,40.762725,-73.869452,40.762854,-73.869226
6383,BROOKLYN,97 PL,L,1,,40.747432,-73.867097,40.746764,-73.866759
6387,BROOKLYN,60 AV,R,1,Standard,40.742563,-73.823014,40.74195,-73.821179
6389,BROOKLYN,NATIONAL ST,2,2,Sharrows,40.745962,-73.864127,40.745769,-73.864208
6399,BROOKLYN,104 ST,R,1,Standard,40.754918,-73.864262,40.753491,-73.863582
6400,BROOKLYN,35 AV,L,1,,40.754918,-73.864262,40.755132,-73.863242
6443,BROOKLYN,31 DR,2,2,Standard,40.760775,-73.861128,40.761426,-73.860522
6444,BROOKLYN,31 DR PED OVPS,2,0,,40.761426,-73.860522,40.761433,-73.860341
6451,BROOKLYN,43 AVE,2,2,Sharrows,40.74869,-73.857716,40.749563,-73.854793
6462,BROOKLYN,ZOO BR,2,2,Greenway,40.743689,-73.8469,40.74373,-73.846771
6466,BROOKLYN,ROOSEVELT AV,2,2,Protected Path,40.755337,-73.843244,40.755545,-73.842534
6467,BROOKLYN,59 AV,L,1,,40.741264,-73.816823,40.740662,-73.81502
6476,BROOKLYN,AVERY AV,L,1,,40.752006,-73.835998,40.752413,-73.833486
6477,BROOKLYN,FOWLER AV,R,1,Buffered,40.751377,-73.835592,40.751942,-73.832295
6478,BROOKLYN,COLLEGE POINT BLVD,2,2,Sharrows,40.760255,-73.834922,40.758993,-73.834529
6488,BRONX,WHITE PLAINS RD,2,2,Bike-Friendly Parking,40.815662,-73.856783,40.81777,-73.85727
6498,BRONX,CASTLE HILL AVE,2,2,Standard,40.824019,-73.849194,40.824735,-73.849361
6509,BRONX,HAVEMEYER AV,2,2,Sharrows,40.822264,-73.84563,40.822915,-73.845789
6518,BRONX,BRUSH AV,2,2,Sharrows,40.816369,-73.838958,40.817403,-73.838654
6519,BRONX,SCHLEY AV,L,1,,40.816369,-73.838958,40.816341,-73.836961
6568,BRONX,YATES AV,R,1,Standard,40.849337,-73.849433,40.850696,-73.850498
6573,BRONX,HERING AV,L,1,,40.851598,-73.850108,40.853019,-73.851218
6584,BRONX,BURKE AVE,2,2,Standard,40.871511,-73.870562,40.871483,-73.869351
6588,BRONX,E 213 ST,R,1,Standard,40.880067,-73.868129,40.879825,-73.867266
6594,BRONX,ALLERTON AV,2,2,Standard,40.865549,-73.861563,40.86553,-73.860551
6595,BRONX,BRONXWOOD AVENUE,2,2,Bike-Friendly Parking,40.866154,-73.861542,40.867551,-73.861502
6610,BRONX,BARNES AVE,R,1,Sharrows,40.878253,-73.861623,40.878482,-73.86163
6625,BRONX,E 216 ST,L,1,,40.879639,-73.858228,40.878851,-73.855719
6629,BRONX,LACONIA AV,2,2,Bike-Friendly Parking,40.859733,-73.855967,40.86041,-73.855944
6640,BRONX,BOSTON RD,L,1,,40.871234,-73.85603,40.871813,-73.855549
6642,BRONX,LACONIA AVE,R,1,Sharrows,40.871221,-73.855572,40.871813,-73.855549
6643,BRONX,BURKE AV,2,2,Bike-Friendly Parking,40.871221,-73.855572,40.87121,-73.854569
6667,BRONX,EAST 222 STREET,2,2,Standard,40.87974,-73.844734,40.879109,-73.843241
6683,BRONX,E 226 ST,2,2,Sharrows,40.889716,-73.863809,40.889428,-73.862948
6685,BRONX,E 225 ST,R,1,Standard,40.887803,-73.860452,40.886892,-73.857593
6687,BRONX,CARPENTER AVE,L,1,,40.88872,-73.863336,40.889428,-73.862948
6691,BRONX,WEBSTER AV,2,2,Signed Route,40.897406,-73.862612,40.898091,-73.862428
6713,BRONX,BAYCHESTER AV,2,2,Standard,40.9046,-73.852924,40.904245,-73.852156
6734,BRONX,E 233 ST,2,2,Bike-Friendly Parking,40.890222,-73.847414,40.889877,-73.846325
6742,BRONX,GRENADA PL,R,1,Sharrows,40.888307,-73.842859,40.888456,-73.841961
6760,BROOKLYN,PARK DR E,2,2,Standard,40.72804,-73.831705,40.727598,-73.831405
6765,BROOKLYN,77 AV,2,2,Sharrows,40.720463,-73.825859,40.720828,-73.823839
6770,BROOKLYN,77 RD,2,2,Sharrows,40.720253,-73.821054,40.720266,-73.820975
6771,BROOKLYN,141 ST,2,2,Sharrows,40.721245,-73.821533,40.720253,-73.821054
6772,BROOKLYN,150 ST,2,2,Standard,40.729168,-73.818162,40.728525,-73.817828
6784,BROOKLYN,78 AVE,L,1,,40.720608,-73.816364,40.721284,-73.814095
6794,BROOKLYN,65 AVE,L,1,,40.737102,-73.81333,40.737067,-73.812391
6811,BROOKLYN,PARSONS BL,2,2,Standard,40.742295,-73.810133,40.740601,-73.810244
6827,BROOKLYN,LAWRENCE ST,R,1,Sharrows,40.74464,-73.833546,40.743957,-73.833658
6834,BROOKLYN,BOOTH MEMORIAL AV,2,2,Signed Route,40.747834,-73.833003,40.748106,-73.831255
6837,BROOKLYN,COLLEGE POINT BL,2,2,Sharrows,40.753721,-73.83282,40.753007,-73.832601
6838,BROOKLYN,MAPLE AV,R,1,Standard,40.753721,-73.83282,40.754545,-73.830553
6843,BROOKLYN,SANFORD AV,L,1,,40.754661,-73.833103,40.755429,-73.831416
6854,BROOKLYN,133 ST,R,1,Signed Route,40.748618,-73.831266,40.748582,-73.831273
6855,BROOKLYN,ELDER AV,L,1,,40.749026,-73.830609,40.749022,-73.830659
6859,BROOKLYN,137 ST,L,1,,40.748464,-73.827851,40.747034,-73.828055
6876,BROOKLYN,PECK AV,L,1,,40.749677,-73.826737,40.749348,-73.825844
6899,BROOKLYN,142 ST,R,1,Signed Route,40.746652,-73.82334,40.745838,-73.823407
6900,BROOKLYN,56 RD,L,1,,40.746652,-73.82334,40.745838,-73.820959
6903,BROOKLYN,CHERRY AV,R,1,Standard,40.753879,-73.822803,40.754621,-73.821667
6929,BROOKLYN,153 ST,L,1,,40.745732,-73.814451,40.744621,-73.814883
6940,BROOKLYN,OAK AV,R,1,Sharrows,40.750119,-73.807271,40.750048,-73.806333
6942,BROOKLYN,161 ST,L,1,,40.751711,-73.806111,40.750048,-73.806333
6943,BROOKLYN,46 AV,2,2,Sharrows,40.753914,-73.806737,40.753838,-73.805819
6944,BROOKLYN,160 ST,R,1,Standard,40.756545,-73.806394,40.753914,-73.806737
