CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/25/2021,7:20,BRONX,10454,40.8089229,-73.918433,"(40.8089229, -73.918433)",BROOK AVENUE,EAST 140 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4470869,Sedan,Bike,,,
10/21/2021,8:45,QUEENS,11434,40.6801897,-73.7694609,"(40.6801897, -73.7694609)",174 PLACE,128 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4469458,Station Wagon/Sport Utility Vehicle,Bike,,,
10/25/2021,6:30,QUEENS,11411,40.6976811,-73.7357604,"(40.6976811, -73.7357604)",115 ROAD,223 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4470816,Sedan,Bike,,,
10/14/2021,8:00,BROOKLYN,11217,40.6812161,-73.9887006,"(40.6812161, -73.9887006)",DE GRAW STREET,BOND STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4467204,Sedan,Bike,,,
10/17/2021,14:14,BROOKLYN,11217,40.6826096,-73.9792571,"(40.6826096, -73.9792571)",,,57        4 AVENUE,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4468906,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2021,14:48,MANHATTAN,10001,40.749638,-73.99904,"(40.749638, -73.99904)",WEST 28 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4470823,Sedan,Bike,,,
10/21/2021,9:45,BROOKLYN,11220,40.6321752,-74.0123291,"(40.6321752, -74.0123291)",,,802       65 STREET,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4469466,Sedan,Bike,,,
11/02/2021,18:22,,,40.768795,-73.958374,"(40.768795, -73.958374)",2 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4473486,Bike,Station Wagon/Sport Utility Vehicle,,,
10/14/2021,16:55,QUEENS,11368,40.7489395,-73.8544701,"(40.7489395, -73.8544701)",111 STREET,44 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4467916,Sedan,Bike,,,
10/24/2021,21:30,MANHATTAN,10022,40.7583082,-73.9629257,"(40.7583082, -73.9629257)",EAST 57 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4470533,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2021,16:55,,,40.7774128,-73.9787983,"(40.7774128, -73.9787983)",WEST 72 STREET,,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4468496,Sedan,E-Bike,,,
10/14/2021,14:13,MANHATTAN,10016,40.74478,-73.9758819,"(40.74478, -73.9758819)",EAST 34 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4467140,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2021,10:15,BROOKLYN,11211,40.7162234,-73.9243825,"(40.7162234, -73.9243825)",,,1313      GRAND STREET,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4470199,Carry All,Bike,,,
10/17/2021,20:50,QUEENS,11385,40.7025579,-73.9103257,"(40.7025579, -73.9103257)",CYPRESS AVENUE,LINDEN STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4468131,Bike,,,,
10/21/2021,19:22,BROOKLYN,11203,40.6554568,-73.9288273,"(40.6554568, -73.9288273)",LENOX ROAD,EAST 52 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4470264,Bike,Sedan,,,
08/16/2021,21:00,BROOKLYN,11215,40.674374,-73.97555,"(40.674374, -73.97555)",,,96        7 AVENUE,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4447702,Sedan,E-Bike,,,
08/09/2021,15:00,BROOKLYN,11231,40.673378,-74.000244,"(40.673378, -74.000244)",,,588       COURT STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4448100,COM,Bike,,,
08/16/2021,13:30,MANHATTAN,10017,40.75487,-73.979866,"(40.75487, -73.979866)",,,531       5 AVENUE,1,0,0,0,1,0,0,0,Unspecified,,,,,4447837,Bike,,,,
08/16/2021,21:58,BROOKLYN,11219,40.635937,-73.987595,"(40.635937, -73.987595)",14 AVENUE,45 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447869,Bike,,,,
08/16/2021,23:26,,,40.81339,-73.95627,"(40.81339, -73.95627)",WEST 125 STREET,,,1,0,0,0,1,0,0,0,Following Too Closely,Following Too Closely,,,,4448027,Bike,Taxi,,,
08/16/2021,11:00,,,40.680088,-73.94398,"(40.680088, -73.94398)",FULTON STREET,,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4447973,Sedan,Bike,,,
08/16/2021,11:30,MANHATTAN,10035,40.799976,-73.94274,"(40.799976, -73.94274)",PARK AVENUE,EAST 117 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447734,Station Wagon/Sport Utility Vehicle,Bike,,,
08/16/2021,7:45,,,40.676598,-73.93039,"(40.676598, -73.93039)",UTICA AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4448054,Sedan,E-Bike,,,
08/16/2021,13:20,MANHATTAN,10030,40.817226,-73.94231,"(40.817226, -73.94231)",7 AVENUE,WEST 138 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4447748,Sedan,E-Bike,,,
08/16/2021,19:01,QUEENS,11106,40.76553,-73.94028,"(40.76553, -73.94028)",34 AVENUE,VERNON BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4448236,Sedan,Bike,,,
08/16/2021,20:53,BROOKLYN,11236,40.64188,-73.894684,"(40.64188, -73.894684)",AVENUE K,EAST 100 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4448021,Sedan,Bike,,,
08/16/2021,13:30,BROOKLYN,11223,40.60937,-73.96226,"(40.60937, -73.96226)",,,1957      CONEY ISLAND AVENUE,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4447772,Station Wagon/Sport Utility Vehicle,E-Bike,,,
08/16/2021,15:15,QUEENS,11378,,,,LAUREL HILL BOULEVARD,54 ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4448050,Van,Bike,,,
08/15/2021,22:30,MANHATTAN,10027,40.809086,-73.94859,"(40.809086, -73.94859)",,,163       WEST 125 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4448119,Bike,Sedan,,,
11/02/2021,16:40,BROOKLYN,11211,40.71212,-73.94401,"(40.71212, -73.94401)",,,281       GRAHAM AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4473462,Station Wagon/Sport Utility Vehicle,E-Bike,,,
10/11/2021,16:25,BROOKLYN,11230,40.6265698,-73.9709207,"(40.6265698, -73.9709207)",AVENUE I,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4467045,Sedan,Bike,,,
10/19/2021,13:22,MANHATTAN,10018,40.7534749,-73.9925287,"(40.7534749, -73.9925287)",w 36th street,8th ave,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4469015,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2021,19:13,,,40.7680332,-73.9958483,"(40.7680332, -73.9958483)",12 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4467741,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2021,0:14,QUEENS,11377,40.7426091,-73.8937653,"(40.7426091, -73.8937653)",WOODSIDE AVENUE,71 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468956,Bike,,,,
10/22/2021,14:58,QUEENS,11414,40.6517812,-73.8274658,"(40.6517812, -73.8274658)",164 ROAD,104 STREET,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4470542,Bike,Sedan,,,
10/21/2021,16:27,BROOKLYN,11230,40.6252821,-73.9604671,"(40.6252821, -73.9604671)",AVENUE J,EAST 16 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4470167,Station Wagon/Sport Utility Vehicle,Bike,,,
10/13/2021,12:55,,,40.7360047,-73.9936167,"(40.7360047, -73.9936167)",WEST 14 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4467928,E-Bike,E-Scooter,,,
10/23/2021,14:15,,,40.6994563,-73.9396898,"(40.6994563, -73.9396898)",BROADWAY,,,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,4470499,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2021,9:30,,,40.8127513,-73.9455695,"(40.8127513, -73.9455695)",WEST 131 STREET,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4467375,Sedan,Bike,,,
10/20/2021,18:00,QUEENS,11102,40.7744491,-73.9184536,"(40.7744491, -73.9184536)",26 STREET,24 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4470766,Sedan,Bike,,,
10/21/2021,9:00,BROOKLYN,11203,40.6495723,-73.9388628,"(40.6495723, -73.9388628)",SNYDER AVENUE,ALBANY AVENUE,,1,0,0,0,1,0,0,0,Glare,Unspecified,,,,4470268,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2021,14:20,BROOKLYN,11205,40.689582,-73.9721373,"(40.689582, -73.9721373)",DE KALB AVENUE,CARLTON AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4468116,Sedan,Bike,,,
10/19/2021,8:24,BRONX,10451,40.8180125,-73.9251851,"(40.8180125, -73.9251851)",EAST 149 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4468991,Sedan,E-Bike,,,
10/15/2021,16:15,BROOKLYN,11232,40.6582291,-74.0003424,"(40.6582291, -74.0003424)",4 AVENUE,29 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4467527,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2021,0:05,BROOKLYN,11207,40.6864174,-73.9086888,"(40.6864174, -73.9086888)",COOPER STREET,EVERGREEN AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4469027,Bike,,,,
08/17/2021,13:53,STATEN ISLAND,10304,,,,ROOSEVELT STREET,BALTIC AVE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,,,,4448248,Station Wagon/Sport Utility Vehicle,Bike,,,
10/16/2021,20:44,QUEENS,11377,40.7418634,-73.9075049,"(40.7418634, -73.9075049)",QUEENS BOULEVARD,58 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4467677,Sedan,Bike,,,
08/14/2021,15:00,BROOKLYN,11206,40.70701,-73.946526,"(40.70701, -73.946526)",MONTROSE AVENUE,LEONARD STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,,,,,4448702,Bike,,,,
08/17/2021,15:31,MANHATTAN,10029,40.790894,-73.945175,"(40.790894, -73.945175)",EAST 105 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4448285,Sedan,Bike,,,
08/15/2021,13:53,MANHATTAN,10024,40.78566,-73.98021,"(40.78566, -73.98021)",WEST END AVENUE,WEST 81 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4448643,Bike,Station Wagon/Sport Utility Vehicle,,,
08/17/2021,19:05,,,,,,,,79        WEST DRIVE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4448132,Sedan,Bike,,,
08/17/2021,8:40,,,40.812073,-73.93604,"(40.812073, -73.93604)",MADISON AVENUE,EAST 135 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4448562,Work Van,Bike,,,
08/17/2021,15:48,,,40.753944,-73.972145,"(40.753944, -73.972145)",EAST 47 STREET,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4448092,LIMO,Bike,,,
08/17/2021,10:45,STATEN ISLAND,10306,40.563416,-74.115555,"(40.563416, -74.115555)",,,574       TYSENS LANE,1,0,0,0,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4447917,Sedan,Bike,,,
08/17/2021,15:09,,,40.82577,-73.91542,"(40.82577, -73.91542)",PARK AVENUE,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4448469,Station Wagon/Sport Utility Vehicle,E-Bike,,,
08/17/2021,9:00,QUEENS,11354,40.760464,-73.826546,"(40.760464, -73.826546)",UNION STREET,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4447866,Station Wagon/Sport Utility Vehicle,Bike,,,
08/17/2021,23:45,,,40.668648,-73.92835,"(40.668648, -73.92835)",EASTERN PARKWAY,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4448060,Sedan,Bike,,,
08/13/2021,17:15,BROOKLYN,11211,40.709755,-73.95707,"(40.709755, -73.95707)",SOUTH 4 STREET,MARCY AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,Unspecified,4448692,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Bike
08/17/2021,18:54,,,40.789646,-73.94608,"(40.789646, -73.94608)",3 AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4448465,Moped,Bike,,,
08/17/2021,17:05,,,40.68238,-73.90565,"(40.68238, -73.90565)",BUSHWICK AVENUE,,,1,0,0,0,1,0,0,0,Unsafe Speed,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4448103,Station Wagon/Sport Utility Vehicle,Bike,,,
08/17/2021,10:55,QUEENS,11372,40.75363,-73.88597,"(40.75363, -73.88597)",81 STREET,34 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4448537,Sedan,Bike,,,
08/17/2021,0:54,QUEENS,11432,40.71512,-73.77358,"(40.71512, -73.77358)",HILLSIDE AVENUE,188 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447906,Bike,,,,
08/17/2021,17:45,,,40.727844,-73.98223,"(40.727844, -73.98223)",AVENUE A,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4448072,Station Wagon/Sport Utility Vehicle,Bike,,,
08/17/2021,20:40,BROOKLYN,11212,40.66258,-73.92652,"(40.66258, -73.92652)",,,998       RUTLAND ROAD,1,0,0,0,1,0,0,0,Unspecified,,,,,4448390,Bike,,,,
08/17/2021,5:36,MANHATTAN,10035,40.80765,-73.939255,"(40.80765, -73.939255)",MADISON AVENUE,EAST 128 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4447754,E-Bike,,,,
08/17/2021,15:28,BROOKLYN,11211,40.710747,-73.9532,"(40.710747, -73.9532)",,,188       BORINQUEN PLACE,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4448370,Sedan,Bike,,,
08/17/2021,0:00,BROOKLYN,11210,40.62731,-73.941826,"(40.62731, -73.941826)",FLATBUSH AVENUE,AVENUE J,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4448549,Station Wagon/Sport Utility Vehicle,E-Bike,,,
08/17/2021,14:51,MANHATTAN,10013,,,,,,202       HESTER STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4448114,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2021,2:11,QUEENS,11372,40.7553632,-73.8872263,"(40.7553632, -73.8872263)",80 STREET,NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4470207,Sedan,Bike,,,
10/20/2021,20:51,,,40.6944818,-73.8100529,"(40.6944818, -73.8100529)",101 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4469489,Sedan,Bike,,,
10/18/2021,18:56,BROOKLYN,11215,40.6761486,-73.9838993,"(40.6761486, -73.9838993)",CARROLL STREET,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468685,Sedan,E-Bike,,,
10/10/2021,15:00,MANHATTAN,10013,40.7175491,-73.999311,"(40.7175491, -73.999311)",CANAL STREET,BAXTER STREET,,1,0,0,0,1,0,0,0,Brakes Defective,,,,,4468308,Bike,,,,
10/23/2021,3:10,MANHATTAN,10002,40.7163952,-73.9845353,"(40.7163952, -73.9845353)",BROOME STREET,RIDGE STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4470119,Bike,,,,
10/12/2021,22:30,,,40.7472447,-73.8876479,"(40.7472447, -73.8876479)",ROOSEVELT AVENUE,78 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4466738,Station Wagon/Sport Utility Vehicle,Bike,,,
10/05/2021,7:28,,,40.7161961,-73.9974902,"(40.7161961, -73.9974902)",MANHATTAN BR LOWER,,,2,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4464678,Bike,Bike,,,
10/19/2021,15:15,QUEENS,11378,40.7214324,-73.8927385,"(40.7214324, -73.8927385)",69 STREET,60 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4469275,Bike,Bus,,,
10/14/2021,9:26,BROOKLYN,11228,40.6115503,-74.0130415,"(40.6115503, -74.0130415)",,,8662      14 AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,,,,4467020,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2021,18:31,MANHATTAN,10028,40.775461,-73.9472417,"(40.775461, -73.9472417)",,,1616      YORK AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4468064,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2021,13:53,QUEENS,11373,40.73197,-73.8847763,"(40.73197, -73.8847763)",GRAND AVENUE,80 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,4469321,Station Wagon/Sport Utility Vehicle,E-Bike,,,
10/16/2021,4:46,MANHATTAN,10002,40.7189463,-73.9754511,"(40.7189463, -73.9754511)",MANGIN STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468574,Sedan,Bike,,,
10/22/2021,15:16,MANHATTAN,10002,40.7092049,-73.9960612,"(40.7092049, -73.9960612)",SOUTH STREET,CATHERINE SLIP,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4470235,Sedan,E-Bike,,,
10/15/2021,7:20,MANHATTAN,10040,40.8571297,-73.9246285,"(40.8571297, -73.9246285)",,,17        FORT GEORGE AVENUE,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,,,,4469118,Sedan,Bike,,,
10/14/2021,14:25,BRONX,10459,40.8210693,-73.8989332,"(40.8210693, -73.8989332)",EAST 163 STREET,WESTCHESTER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4467350,Sedan,Bike,,,
10/21/2021,19:47,,,40.7972169,-73.9699144,"(40.7972169, -73.9699144)",WEST 100 STREET,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4469895,Bike,,,,
10/14/2021,13:46,MANHATTAN,10112,40.7592391,-73.9790467,"(40.7592391, -73.9790467)",,,50        WEST 50 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4467072,Taxi,Bike,,,
10/24/2021,16:14,BROOKLYN,11205,40.6930414,-73.9704306,"(40.6930414, -73.9704306)",,,388       MYRTLE AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4470392,Sedan,Bike,,,
10/21/2021,18:22,,,40.7617706,-73.979056,"(40.7617706, -73.979056)",WEST 53 STREET,,,1,0,0,0,1,0,0,0,Illnes,Passing or Lane Usage Improper,,,,4470009,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2021,14:30,BROOKLYN,11203,40.6397952,-73.9291071,"(40.6397952, -73.9291071)",UTICA AVENUE,FOSTER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4470276,Station Wagon/Sport Utility Vehicle,Bike,,,
10/23/2021,15:15,BROOKLYN,11220,40.6418837,-74.0064968,"(40.6418837, -74.0064968)",51 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4470106,E-Bike,Sedan,,,
10/24/2021,10:12,MANHATTAN,10002,40.7092049,-73.9960612,"(40.7092049, -73.9960612)",SOUTH STREET,CATHERINE SLIP,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4470608,Sedan,Bike,,,
10/22/2021,12:25,,,40.8593269,-73.9313133,"(40.8593269, -73.9313133)",BROADWAY,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4470857,Sedan,Bike,,,
10/15/2021,17:43,BROOKLYN,11205,40.6933432,-73.9736239,"(40.6933432, -73.9736239)",,,331A      MYRTLE AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468864,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2021,7:45,MANHATTAN,10021,40.7681729,-73.9615242,"(40.7681729, -73.9615242)",,,1201      3 AVENUE,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4467322,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2021,15:20,BRONX,10453,40.8501811,-73.9105821,"(40.8501811, -73.9105821)",JEROME AVENUE,EAST 177 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4469067,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2021,19:55,QUEENS,11412,40.7025561,-73.7623182,"(40.7025561, -73.7623182)",194 STREET,111 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4469873,Bike,,,,
10/17/2021,16:05,QUEENS,11377,40.7497011,-73.9025603,"(40.7497011, -73.9025603)",60 STREET,37 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4468097,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2021,8:46,BRONX,10469,40.8810412,-73.8574465,"(40.8810412, -73.8574465)",EAST 218 STREET,BRONXWOOD AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4468000,Bike,Sedan,,,
10/20/2021,0:00,MANHATTAN,10023,40.7754866,-73.9821639,"(40.7754866, -73.9821639)",WEST 68 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,,,,4469610,Sedan,Bike,,,
10/13/2021,6:50,MANHATTAN,10033,40.8513338,-73.9402172,"(40.8513338, -73.9402172)",CABRINI BOULEVARD,WEST 181 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4468246,Bike,Sedan,,,
10/24/2021,13:27,BROOKLYN,11211,40.710472,-73.960936,"(40.710472, -73.960936)",SOUTH 5 STREET,SOUTH 5 PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4470326,Bike,E-Bike,,,
10/16/2021,21:05,QUEENS,11101,40.7522294,-73.9391006,"(40.7522294, -73.9391006)",CRESCENT STREET,41 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4468239,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2021,7:40,,,40.8439015,-73.9005043,"(40.8439015, -73.9005043)",SOUTHERN BOULEVARD,BRONX BOTANICAL GARDENS,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4469116,Sedan,Bike,,,
10/18/2021,14:53,,,40.8444164,-73.902783,"(40.8444164, -73.902783)",WEBSTER AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4468699,Bike,Station Wagon/Sport Utility Vehicle,,,
10/15/2021,19:45,QUEENS,11421,40.685723,-73.8573737,"(40.685723, -73.8573737)",ATLANTIC AVENUE,84 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4467697,Station Wagon/Sport Utility Vehicle,Bike,,,
10/20/2021,4:55,QUEENS,11106,40.7547111,-73.9257543,"(40.7547111, -73.9257543)",36 STREET,36 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4469048,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2021,10:30,,,40.6878322,-73.9300332,"(40.6878322, -73.9300332)",REID AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4470383,Sedan,Bike,,,
10/19/2021,22:26,,,40.7865943,-73.9683844,"(40.7865943, -73.9683844)",WEST 88 STREET,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4469063,Sedan,Bike,,,
10/13/2021,17:38,BROOKLYN,11232,40.6509497,-74.0079175,"(40.6509497, -74.0079175)",42 STREET,4 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4466835,Sedan,Bike,,,
10/20/2021,13:04,BROOKLYN,11208,40.6769386,-73.8703892,"(40.6769386, -73.8703892)",CRESCENT STREET,GLENMORE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4469242,Station Wagon/Sport Utility Vehicle,Bike,,,
